chr1	16979025	+
chr1	16979047	+
chr1	16979048	+
chr1	16979049	+
chr1	16979071	+
chr1	115702015	-
chr1	115702020	-
chr1	115702031	-
chr1	115702033	-
chr1	115702044	-
chr1	115702087	-
chr1	115702101	-
chr1	115702102	-
chr1	115702105	-
chr1	115702111	-
chr1	115702124	-
chr1	115702140	-
chr1	115702141	-
chr1	115702203	-
chr1	115703738	-
chr1	115703800	-
chr1	115703812	-
chr1	115703825	-
chr1	115703826	-
chr1	115703829	-
chr1	115703836	-
chr1	115703843	-
chr1	115703859	-
chr1	115703860	-
chr1	115703865	-
chr1	115703866	-
chr1	115707114	-
chr1	115707119	-
chr1	115707138	-
chr1	115707145	-
chr1	115707161	-
chr1	115707163	-
chr1	115707171	-
chr1	115707186	-
chr1	115707187	-
chr1	115707193	-
chr1	115707211	-
chr1	115707233	-
chr1	115707234	-
chr1	115707242	-
chr1	115707243	-
chr1	115707267	-
chr1	115707283	-
chr1	115709872	-
chr1	115709873	-
chr1	115709878	-
chr1	115709881	-
chr1	115709890	-
chr1	115709900	-
chr1	115709903	-
chr1	115709919	-
chr1	115709926	-
chr1	115709927	-
chr1	115709931	-
chr1	115709940	-
chr1	115709945	-
chr1	115709948	-
chr1	115709949	-
chr1	115709951	-
chr1	115709954	-
chr1	115709956	-
chr1	115709957	-
chr1	115709967	-
chr1	115709971	-
chr1	115709975	-
chr1	115710037	-
chr1	115710039	-
chr1	115710094	-
chr1	115710100	-
chr1	115710108	-
chr1	115710111	-
chr1	115710116	-
chr1	115710117	-
chr1	115711677	-
chr1	115711688	-
chr1	115711690	-
chr1	115711702	-
chr1	115711740	-
chr1	115711751	-
chr1	115711752	-
chr1	115711757	-
chr1	115711760	-
chr1	115711763	-
chr1	115711766	-
chr1	115711779	-
chr1	115711783	-
chr1	115711806	-
chr1	115711819	-
chr1	115711828	-
chr1	115711837	-
chr1	115711858	-
chr1	115711893	-
chr1	115711905	-
chr1	115711924	-
chr1	115712692	-
chr1	115712693	-
chr1	115712707	-
chr1	115712716	-
chr1	115712718	-
chr1	115712721	-
chr1	115712728	-
chr1	115712734	-
chr1	115712744	-
chr1	115712756	-
chr1	115712769	-
chr1	115712773	-
chr1	115712774	-
chr1	115712787	-
chr1	115712793	-
chr1	115712794	-
chr1	115712799	-
chr1	115712809	-
chr1	115712812	-
chr1	115712818	-
chr1	115712823	-
chr1	115712830	-
chr1	115712837	-
chr1	115712848	-
chr1	115721576	-
chr1	115721587	-
chr1	115721588	-
chr1	115721600	-
chr1	115721601	-
chr1	115721605	-
chr1	115721607	-
chr1	115721609	-
chr1	115721610	-
chr1	115721618	-
chr1	115721624	-
chr1	115721629	-
chr1	115721636	-
chr1	115721643	-
chr1	115721647	-
chr1	115721654	-
chr1	115721656	-
chr1	115721660	-
chr1	115721668	-
chr1	115721676	-
chr1	115721679	-
chr1	115721682	-
chr1	115721686	-
chr1	115721694	-
chr1	115721703	-
chr1	115721709	-
chr1	115721711	-
chr1	115721712	-
chr1	115721735	-
chr1	115721738	-
chr1	115721739	-
chr1	115721740	-
chr1	115721741	-
chr1	115721742	-
chr1	115721744	-
chr1	115721746	-
chr1	115721747	-
chr1	115721748	-
chr1	115721749	-
chr1	115721750	-
chr1	115721751	-
chr1	115721759	-
chr1	115721764	-
chr1	115721765	-
chr1	115721766	-
chr1	115721770	-
chr1	115721772	-
chr1	115721774	-
chr1	115721784	-
chr1	115721787	-
chr1	115721789	-
chr1	115721794	-
chr1	115721795	-
chr1	115721798	-
chr1	115721803	-
chr1	115721811	-
chr1	115721813	-
chr1	115721827	-
chr1	115721835	-
chr1	115721838	-
chr1	115721844	-
chr1	115721846	-
chr1	115721852	-
chr1	115721861	-
chr1	115721862	-
chr1	115721866	-
chr1	115722781	-
chr1	115722782	-
chr1	115722789	-
chr1	115722791	-
chr1	115722803	-
chr1	115722804	-
chr1	115722805	-
chr1	115722826	-
chr1	115722831	-
chr1	115722836	-
chr1	115722856	-
chr1	115722865	-
chr1	115722868	-
chr1	115722876	-
chr1	115722880	-
chr1	115722882	-
chr1	115722885	-
chr1	115722900	-
chr1	115722908	-
chr1	115722910	-
chr1	115722913	-
chr1	115722916	-
chr1	115722918	-
chr1	115722924	-
chr1	115722926	-
chr1	115722936	-
chr1	115722939	-
chr1	115722940	-
chr1	115722948	-
chr1	115722961	-
chr1	115722966	-
chr1	115722972	-
chr1	115722986	-
chr1	115722991	-
chr1	115723001	-
chr1	115723004	-
chr1	115723010	-
chr1	115723012	-
chr1	115723015	-
chr1	115723022	-
chr1	115723026	-
chr1	115723040	-
chr1	115723044	-
chr1	115723046	-
chr1	115723571	-
chr1	115723573	-
chr1	115723575	-
chr1	115723576	-
chr1	115723585	-
chr1	115723590	-
chr1	115723595	-
chr1	115723598	-
chr1	115723603	-
chr1	115723610	-
chr1	115723614	-
chr1	115723620	-
chr1	115723621	-
chr1	115723623	-
chr1	115723627	-
chr1	115723634	-
chr1	115723640	-
chr1	115723643	-
chr1	115723644	-
chr1	115723646	-
chr1	115723648	-
chr1	115723649	-
chr1	115723653	-
chr1	115723659	-
chr1	115723666	-
chr1	115723670	-
chr1	115723676	-
chr1	115723686	-
chr1	115723694	-
chr1	115723697	-
chr1	115723702	-
chr1	115723705	-
chr1	115723706	-
chr1	115723707	-
chr1	115723708	-
chr1	115723709	-
chr1	115723711	-
chr1	115723713	-
chr1	115723714	-
chr1	115723715	-
chr1	115723716	-
chr1	115723717	-
chr1	115723718	-
chr1	115723721	-
chr1	115723727	-
chr1	115723732	-
chr1	115723733	-
chr1	115723734	-
chr1	115723740	-
chr1	115723742	-
chr1	115723743	-
chr1	115723752	-
chr1	115723755	-
chr1	115723757	-
chr1	115723763	-
chr1	115723766	-
chr1	115723771	-
chr1	115723776	-
chr1	115723781	-
chr1	115723789	-
chr1	115723790	-
chr1	115723795	-
chr1	115723803	-
chr1	115723806	-
chr1	115723811	-
chr1	115723812	-
chr1	115723820	-
chr1	115723828	-
chr1	115723830	-
chr1	115724307	-
chr1	115724311	-
chr1	115724332	-
chr1	115724333	-
chr1	115724336	-
chr1	115724340	-
chr1	115724341	-
chr1	115724350	-
chr1	115724355	-
chr1	115724360	-
chr1	115724365	-
chr1	115724366	-
chr1	115724368	-
chr1	115724373	-
chr1	115724375	-
chr1	115724379	-
chr1	115724384	-
chr1	115724386	-
chr1	115724392	-
chr1	115724395	-
chr1	115724397	-
chr1	115724400	-
chr1	115724411	-
chr1	115724418	-
chr1	115724423	-
chr1	115724424	-
chr1	115724435	-
chr1	115724441	-
chr1	115724449	-
chr1	115724457	-
chr1	115724459	-
chr1	115724467	-
chr1	115725066	-
chr1	115725070	-
chr1	115725074	-
chr1	115725075	-
chr1	115725094	-
chr1	115725100	-
chr1	115725104	-
chr1	115725105	-
chr1	115725114	-
chr1	115725124	-
chr1	115725132	-
chr1	115725139	-
chr1	115725142	-
chr1	115725143	-
chr1	115725150	-
chr1	115725151	-
chr1	115725156	-
chr1	115725164	-
chr1	115725169	-
chr1	115725175	-
chr1	115725178	-
chr1	115725182	-
chr1	115725188	-
chr1	115725195	-
chr1	115725199	-
chr1	115725205	-
chr1	115725215	-
chr1	115725223	-
chr1	115725226	-
chr1	115725230	-
chr1	115725234	-
chr1	115725235	-
chr1	115725236	-
chr1	115725237	-
chr1	115725243	-
chr1	115725244	-
chr1	115725245	-
chr1	115725246	-
chr1	115725250	-
chr1	115725261	-
chr1	115725262	-
chr1	115725263	-
chr1	115725264	-
chr1	115725267	-
chr1	115725269	-
chr1	115725271	-
chr1	115725272	-
chr1	115725281	-
chr1	115725284	-
chr1	115725286	-
chr1	115725295	-
chr1	115725300	-
chr1	115725305	-
chr1	115725312	-
chr1	115725323	-
chr1	115725334	-
chr1	115725339	-
chr1	115725345	-
chr1	115725346	-
chr1	115725348	-
chr1	115725355	-
chr1	115725358	-
chr1	115729165	-
chr1	115729334	-
chr1	115732006	-
chr1	115732011	-
chr1	115732016	-
chr1	115732053	-
chr1	115732059	-
chr1	115732061	-
chr1	115732097	-
chr1	115732103	-
chr1	115732118	-
chr1	115732119	-
chr1	115732133	-
chr1	115732179	-
chr1	115732181	-
chr1	115732182	-
chr1	115732187	-
chr1	115732188	-
chr1	115732196	-
chr1	115735950	-
chr1	115735979	-
chr1	115736028	-
chr1	115736100	-
chr1	115736116	-
chr1	115736380	-
chr1	115736392	-
chr1	115736393	-
chr1	115736419	-
chr1	115736420	-
chr1	115736483	-
chr1	115736513	-
chr1	115736515	-
chr1	115736525	-
chr1	115736537	-
chr1	115736554	-
chr1	115739121	-
chr1	115739244	-
chr1	115739321	-
chr1	115739335	-
chr1	115739339	-
chr1	115739365	-
chr1	115739382	-
chr1	115739387	-
chr1	115742077	-
chr1	115742811	-
chr1	115742856	-
chr1	115742900	-
chr1	115742917	-
chr1	115742926	-
chr1	115742993	-
chr1	115743060	-
chr1	115743382	-
chr1	115743392	-
chr1	115743443	-
chr1	115743462	-
chr1	115743471	-
chr1	115743495	-
chr1	115743902	-
chr1	115744020	-
chr1	115744022	-
chr1	115744027	-
chr1	115744032	-
chr1	115744035	-
chr1	115744081	-
chr1	115744082	-
chr1	115744087	-
chr1	115744092	-
chr1	115744097	-
chr1	115744102	-
chr1	115744122	-
chr1	115744136	-
chr1	115744138	-
chr1	115744140	-
chr1	115750585	-
chr1	115750617	-
chr1	115750624	-
chr1	115750633	-
chr1	115750637	-
chr1	115750647	-
chr1	115750655	-
chr1	115750668	-
chr1	115750669	-
chr1	115750673	-
chr1	115750704	-
chr1	115750707	-
chr1	115750708	-
chr1	115750711	-
chr1	115750735	-
chr1	115750740	-
chr1	115750756	-
chr1	115750757	-
chr1	115750758	-
chr1	115750763	-
chr1	115750773	-
chr1	115750774	-
chr1	115750779	-
chr1	115750780	-
chr1	115751413	-
chr1	115751425	-
chr1	115751550	-
chr1	115751572	-
chr1	115751597	-
chr1	115751625	-
chr1	115751639	-
chr1	115760444	-
chr1	115760497	-
chr1	115760506	-
chr1	115760511	-
chr1	115760522	-
chr1	115760524	-
chr1	115760527	-
chr1	115760535	-
chr1	115760542	-
chr1	115760546	-
chr1	115761227	-
chr1	115761234	-
chr1	115761258	+
chr1	115761261	+
chr1	115761297	-
chr1	115761310	-
chr1	115761311	-
chr1	115761314	-
chr1	115761315	-
chr1	115761334	-
chr1	115761345	-
chr1	115761350	-
chr1	115761359	-
chr1	115779406	-
chr1	115779434	-
chr1	115779435	-
chr1	115779448	-
chr1	115779449	-
chr1	115779454	-
chr1	115779468	-
chr1	115779475	-
chr1	115779556	-
chr1	115779560	-
chr1	115779575	-
chr1	115779586	-
chr1	115779594	-
chr1	115779618	-
chr1	115779620	-
chr1	115779623	-
chr1	115779628	-
chr1	115809001	-
chr1	115809027	-
chr1	115809028	-
chr1	115812699	-
chr1	115812712	-
chr1	115812727	-
chr1	115812745	+
chr1	115812754	-
chr1	115812780	-
chr1	115812790	-
chr1	115812810	-
chr1	115812882	-
chr1	115812887	-
chr1	115812888	-
chr1	115816445	-
chr1	115816463	-
chr1	115816487	-
chr1	115816488	-
chr1	115816491	-
chr1	115816497	-
chr1	115816498	-
chr1	115816512	-
chr1	115816523	-
chr1	115816530	-
chr1	115816536	-
chr1	115816547	-
chr1	115816553	-
chr1	115816556	-
chr1	115816559	-
chr1	115816571	-
chr1	115816575	-
chr1	115816579	-
chr1	115816583	-
chr1	115816584	-
chr1	115816585	-
chr1	115816588	-
chr1	115816590	-
chr1	115816591	-
chr1	115816596	-
chr1	115816602	-
chr1	115816607	-
chr1	115816609	-
chr1	115816617	-
chr1	115816627	-
chr1	115816630	-
chr1	115816632	-
chr1	115816641	-
chr1	115816646	-
chr1	115816655	-
chr1	115816656	-
chr1	115816659	-
chr1	115816669	-
chr1	115816681	-
chr1	115816686	-
chr1	115816687	-
chr1	115816689	-
chr1	115816705	-
chr1	115818851	-
chr1	115831640	-
chr1	115831662	-
chr1	115831663	+
